22_18_male
Sequence: Beta - A B C C B A,
Part_ID, Block, Condition, GO or NO, Item ID, Box Type, Correct Answer, Key, RT
22,Block A,words hard,GO,tuba,hard,True,space,0.611168
22,Block A,words hard,NO GO,ostrich,hard,True,no response,nan
22,Block A,words hard,GO,buggy,hard,True,space,0.595148
22,Block A,words hard,GO,boat,hard,True,space,0.561393
22,Block A,words hard,NO GO,zebra,square,True,no response,nan
22,Block A,words hard,GO,lamp,hard,True,space,0.531873
22,Block A,words hard,GO,axe,hard,True,space,0.476756
22,Block A,words hard,GO,skis,square,True,space,0.457940
22,Block A,words hard,GO,flask,hard,True,space,0.490206
22,Block A,words hard,NO GO,rooster,hard,True,no response,nan
22,Block A,words hard,GO,file,square,True,space,0.424682
22,Block A,words hard,GO,barrel,square,True,space,0.507623
22,Block A,words hard,GO,bus,square,True,space,0.525828
22,Block A,words hard,NO GO,skunk,hard,True,no response,nan
22,Block A,words hard,GO,stool,square,True,space,0.526166
22,Block A,words hard,GO,toolbox,hard,True,space,0.507552
22,Block A,words hard,GO,cello,hard,True,space,0.477057
22,Block A,words hard,GO,clock,hard,True,space,0.460106
22,Block A,words hard,GO,piano,hard,True,space,0.495336
22,Block A,words hard,NO GO,rabbit,square,True,no response,nan
22,Block A,words hard,GO,beret,square,True,space,0.424897
22,Block A,words hard,GO,trailer,hard,True,space,0.423272
22,Block A,words hard,GO,keys,hard,True,space,0.407121
22,Block A,words hard,GO,dresser,hard,True,space,0.476925
22,Block A,words hard,GO,barbecue,square,True,space,0.455798
22,Block A,words hard,GO,spoon,square,True,space,0.458641
22,Block A,words hard,NO GO,chicken,hard,True,no response,nan
22,Block A,words hard,GO,scissors,square,True,space,0.427119
22,Block A,words hard,NO GO,ant,hard,False,space,0.441036
22,Block A,words hard,GO,calendar,hard,True,space,0.457112
22,Block A,words hard,GO,trombone,hard,True,space,0.545608
22,Block A,words hard,GO,sink,hard,True,space,0.514779
22,Block A,words hard,NO GO,squirrel,square,True,no response,nan
22,Block A,words hard,GO,maraca,hard,True,space,0.474994
22,Block A,words hard,GO,keyhole,hard,True,space,0.424103
22,Block A,words hard,GO,boots,hard,True,space,0.474358
22,Block A,words hard,GO,computer,square,True,space,0.523714
22,Block A,words hard,GO,tractor,hard,True,space,0.445273
22,Block A,words hard,GO,hose,hard,True,space,0.612510
22,Block A,words hard,NO GO,crab,square,True,no response,nan
22,Block A,words hard,GO,couch,hard,True,space,0.509499
22,Block A,words hard,GO,drum,square,True,space,0.527410
22,Block A,words hard,NO GO,lion,hard,True,no response,nan
22,Block A,words hard,GO,escalator,hard,True,space,0.525916
22,Block A,words hard,GO,scanner,hard,True,space,0.442718
22,Block A,words hard,GO,paddle,hard,True,space,0.428406
22,Block A,words hard,GO,stairs,square,True,space,0.508080
22,Block A,words hard,GO,mattress,square,True,space,0.422525
22,Block A,words hard,GO,zipper,square,True,space,0.422272
22,Block A,words hard,GO,gong,hard,True,space,0.460493
22,Block A,words hard,GO,motorcycle,hard,True,space,0.477130
22,Block A,words easy,GO,handcuffs,square,True,space,0.405207
22,Block A,words easy,GO,fence,square,True,space,0.509054
22,Block A,words easy,GO,map,square,True,space,0.510834
22,Block A,words easy,GO,guitar,square,True,space,0.354778
22,Block A,words easy,GO,trophy,square,True,space,0.389409
22,Block A,words easy,NO GO,jellyfish,square,True,no response,nan
22,Block A,words easy,GO,tank,easy,True,space,0.406900
22,Block A,words easy,GO,blender,square,True,space,0.409458
22,Block A,words easy,GO,shelf,easy,True,space,0.439749
22,Block A,words easy,GO,fan,easy,True,space,0.475486
22,Block A,words easy,NO GO,cat,square,False,space,0.407724
22,Block A,words easy,GO,telescope,square,True,space,0.508781
22,Block A,words easy,GO,jeep,easy,True,space,0.525506
22,Block A,words easy,GO,snowboard,square,True,space,0.611548
22,Block A,words easy,NO GO,ladybird,easy,True,no response,nan
22,Block A,words easy,GO,statue,easy,True,space,0.440255
22,Block A,words easy,GO,gate,easy,True,space,0.475995
22,Block A,words easy,GO,pillar,easy,True,space,0.509222
22,Block A,words easy,GO,bullet,square,True,space,0.508119
22,Block A,words easy,GO,cork,easy,True,space,0.425135
22,Block A,words easy,GO,marble,easy,True,space,0.440811
22,Block A,words easy,NO GO,owl,easy,True,no response,nan
22,Block A,words easy,GO,record,easy,True,space,0.423364
22,Block A,words easy,GO,scooter,easy,True,space,0.457236
22,Block A,words easy,GO,shovel,square,True,space,0.513450
22,Block A,words easy,GO,pot,easy,True,space,0.491727
22,Block A,words easy,NO GO,tarantula,square,True,no response,nan
22,Block A,words easy,GO,fridge,easy,True,space,0.476331
22,Block A,words easy,GO,aeroplane,square,True,space,0.422935
22,Block A,words easy,GO,rocket,easy,True,space,0.474256
22,Block A,words easy,GO,umbrella,square,True,space,0.457311
22,Block A,words easy,GO,kite,easy,True,space,0.579852
22,Block A,words easy,NO GO,pig,easy,True,no response,nan
22,Block A,words easy,GO,parachute,square,True,space,0.506514
22,Block A,words easy,GO,apron,square,True,space,0.411996
22,Block A,words easy,NO GO,porcupine,easy,True,no response,nan
22,Block A,words easy,GO,helmet,easy,True,space,0.525476
22,Block A,words easy,NO GO,platypus,square,True,no response,nan
22,Block A,words easy,GO,safe,easy,True,space,0.558169
22,Block A,words easy,GO,mirror,square,True,space,0.541473
22,Block A,words easy,GO,treadmill,square,True,space,0.457193
22,Block A,words easy,GO,car,easy,True,space,0.460574
